"","Gene","Tissue","Cell.type","Level","Expression.type","Reliability","Canc.Level.50","Canc.Level.75","Canc.Level.90","Canc.Level.100"
"83207","ENSG00000071203","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"83286","ENSG00000071205","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present","Present",NA
"83364","ENSG00000071242","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"83444","ENSG00000071243","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"83524","ENSG00000071246","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"83604","ENSG00000071282","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"83682","ENSG00000071462","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"83760","ENSG00000071537","liver","hepatocytes","Not detected","APE","Supportive","Present","Present",NA,NA
"83838","ENSG00000071539","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"83919","ENSG00000071553","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"83998","ENSG00000071564","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"84077","ENSG00000071575","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected",NA
"84156","ENSG00000071626","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"84236","ENSG00000071655","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"84312","ENSG00000071677","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"84392","ENSG00000071794","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"84472","ENSG00000071859","liver","hepatocytes","Not detected","APE","Supportive","Present","Present",NA,NA
"84551","ENSG00000071889","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"84632","ENSG00000071909","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"84713","ENSG00000071967","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"84792","ENSG00000071991","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"84871","ENSG00000071994","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"84950","ENSG00000072041","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"85031","ENSG00000072042","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"85111","ENSG00000072062","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"85191","ENSG00000072071","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"85269","ENSG00000072110","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"85350","ENSG00000072121","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected",NA,NA
"85432","ENSG00000072133","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"85512","ENSG00000072134","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"85589","ENSG00000072135","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"85666","ENSG00000072163","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"85746","ENSG00000072182","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"85827","ENSG00000072195","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"85907","ENSG00000072201","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"85986","ENSG00000072210","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"86068","ENSG00000072274","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"86149","ENSG00000072310","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"86227","ENSG00000072315","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"86305","ENSG00000072364","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"86377","ENSG00000072401","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"86451","ENSG00000072415","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"86528","ENSG00000072422","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"86606","ENSG00000072501","liver","hepatocytes","Not detected","APE","Supportive","Present",NA,NA,NA
"86685","ENSG00000072506","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"86766","ENSG00000072518","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"86844","ENSG00000072571","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"86921","ENSG00000072682","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"87002","ENSG00000072694","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"87083","ENSG00000072736","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"87164","ENSG00000072756","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"87240","ENSG00000072778","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"87322","ENSG00000072786","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"87402","ENSG00000072818","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"87481","ENSG00000072832","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"87562","ENSG00000072840","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"87639","ENSG00000072849","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"87720","ENSG00000072858","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"87800","ENSG00000072864","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"87881","ENSG00000072952","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"87961","ENSG00000072954","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"88037","ENSG00000072958","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"88118","ENSG00000073008","liver","hepatocytes","Not detected","APE","Supportive","Present","Present","Present",NA
"88197","ENSG00000073009","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"88278","ENSG00000073050","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"88359","ENSG00000073060","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"88440","ENSG00000073067","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"88520","ENSG00000073111","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"88600","ENSG00000073146","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"88679","ENSG00000073150","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"88758","ENSG00000073282","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"88840","ENSG00000073331","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"88921","ENSG00000073350","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"88995","ENSG00000073417","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"89069","ENSG00000073464","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"89147","ENSG00000073536","liver","hepatocytes","Not detected","APE","Supportive","Present","Present",NA,NA
"89228","ENSG00000073578","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"89311","ENSG00000073584","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"89392","ENSG00000073598","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected",NA
"89474","ENSG00000073605","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"89555","ENSG00000073614","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"89634","ENSG00000073711","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"89713","ENSG00000073712","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"89790","ENSG00000073734","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"89872","ENSG00000073737","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"89950","ENSG00000073754","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"90030","ENSG00000073756","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"90111","ENSG00000073792","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"90192","ENSG00000073803","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"90274","ENSG00000073849","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"90355","ENSG00000073861","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"90434","ENSG00000073910","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"90513","ENSG00000073921","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"90593","ENSG00000073969","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"90672","ENSG00000074047","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"90747","ENSG00000074054","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"90824","ENSG00000074071","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"90901","ENSG00000074181","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"90982","ENSG00000074201","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"91061","ENSG00000074211","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"91142","ENSG00000074266","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"91223","ENSG00000074276","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"91304","ENSG00000074317","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"91386","ENSG00000074319","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"91467","ENSG00000074356","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"91544","ENSG00000074370","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"91625","ENSG00000074410","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"91707","ENSG00000074416","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"91785","ENSG00000074527","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"91864","ENSG00000074582","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"91946","ENSG00000074590","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"92025","ENSG00000074603","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"92104","ENSG00000074621","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"92183","ENSG00000074657","liver","hepatocytes","Present","APE","Supportive","Not detected","Not detected",NA,NA
"92263","ENSG00000074660","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"92341","ENSG00000074695","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"92422","ENSG00000074696","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"92502","ENSG00000074706","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present","Present",NA
"92584","ENSG00000074755","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"92666","ENSG00000074800","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
